# Wavelength_[A] S/N_Aperture S_Aperture_[e] N_Aperture_[e] SKY_Aperture_[e] S/N_Aperture_Coadd S_Aperture_Coadd_[e] N_Aperture_Coadd_[e] SKY_Aperture_Coadd_[e]
6192.500 0.84 7.36 8.73 19.30 1.46 22.09 15.12 57.89
6193.000 0.84 7.37 8.73 19.41 1.46 22.11 15.13 58.22
6193.500 0.84 7.38 8.75 19.65 1.46 22.13 15.15 58.95
6194.000 0.84 7.38 8.77 20.07 1.46 22.15 15.19 60.21
6194.500 0.84 7.39 8.79 20.35 1.46 22.16 15.22 61.04
6195.000 0.84 7.39 8.79 20.33 1.46 22.17 15.22 61.00
6195.500 0.84 7.39 8.77 20.04 1.46 22.17 15.19 60.11
6196.000 0.84 7.39 8.75 19.61 1.46 22.17 15.15 58.82
6196.500 0.85 7.39 8.73 19.36 1.47 22.16 15.12 58.09
6197.000 0.85 7.38 8.73 19.25 1.47 22.15 15.11 57.75
6197.500 0.85 7.38 8.72 19.21 1.47 22.14 15.11 57.63
6198.000 0.85 7.38 8.72 19.20 1.47 22.14 15.11 57.61
6198.500 0.85 7.38 8.72 19.20 1.46 22.13 15.11 57.61
6199.000 0.85 7.37 8.72 19.21 1.46 22.12 15.11 57.62
6199.500 0.84 7.37 8.72 19.21 1.46 22.11 15.11 57.63
6200.000 0.84 7.36 8.72 19.21 1.46 22.09 15.11 57.64
6200.500 0.84 7.36 8.72 19.21 1.46 22.08 15.11 57.64
6201.000 0.84 7.35 8.72 19.22 1.46 22.06 15.11 57.65
6201.500 0.84 7.35 8.72 19.22 1.46 22.05 15.11 57.66
6202.000 0.84 7.34 8.72 19.22 1.46 22.03 15.11 57.66
6202.500 0.84 7.34 8.72 19.22 1.46 22.01 15.11 57.67
6203.000 0.84 7.33 8.72 19.23 1.46 22.00 15.11 57.68
6203.500 0.84 7.33 8.72 19.23 1.46 21.98 15.11 57.68
6204.000 0.84 7.32 8.72 19.23 1.45 21.96 15.10 57.69
6204.500 0.84 7.32 8.72 19.23 1.45 21.95 15.10 57.70
6205.000 0.84 7.31 8.72 19.23 1.45 21.93 15.10 57.70
6205.500 0.84 7.31 8.72 19.24 1.45 21.92 15.10 57.71
6206.000 0.84 7.30 8.72 19.24 1.45 21.91 15.10 57.71
6206.500 0.84 7.30 8.72 19.24 1.45 21.90 15.10 57.71
6207.000 0.84 7.30 8.72 19.23 1.45 21.89 15.10 57.69
6207.500 0.84 7.29 8.72 19.22 1.45 21.88 15.10 57.67
6208.000 0.84 7.29 8.72 19.21 1.45 21.87 15.10 57.64
6208.500 0.84 7.29 8.72 19.20 1.45 21.86 15.10 57.61
6209.000 0.84 7.28 8.72 19.19 1.45 21.85 15.10 57.58
6209.500 0.84 7.28 8.72 19.18 1.45 21.85 15.10 57.55
6210.000 0.84 7.28 8.71 19.17 1.45 21.84 15.09 57.51
6210.500 0.84 7.28 8.71 19.16 1.45 21.83 15.09 57.48
6211.000 0.83 7.27 8.71 19.15 1.45 21.82 15.09 57.45
6211.500 0.83 7.27 8.71 19.14 1.45 21.81 15.09 57.42
6212.000 0.83 7.27 8.71 19.13 1.45 21.81 15.09 57.38
6212.500 0.83 7.27 8.71 19.12 1.44 21.80 15.09 57.35
6213.000 0.83 7.26 8.71 19.11 1.44 21.79 15.09 57.32
6213.500 0.83 7.26 8.71 19.10 1.44 21.79 15.09 57.29
6214.000 0.83 7.26 8.71 19.08 1.44 21.78 15.08 57.25
6214.500 0.83 7.26 8.71 19.07 1.44 21.77 15.08 57.22
6215.000 0.83 7.25 8.71 19.06 1.44 21.76 15.08 57.19
6215.500 0.83 7.25 8.71 19.05 1.44 21.75 15.08 57.16
6216.000 0.83 7.25 8.71 19.04 1.44 21.74 15.08 57.13
6216.500 0.83 7.24 8.71 19.04 1.44 21.73 15.08 57.11
6217.000 0.83 7.24 8.70 19.03 1.44 21.72 15.08 57.10
6217.500 0.83 7.23 8.70 19.03 1.44 21.70 15.08 57.09
6218.000 0.83 7.23 8.70 19.03 1.44 21.69 15.08 57.09
6218.500 0.83 7.23 8.70 19.03 1.44 21.68 15.08 57.10
6219.000 0.83 7.22 8.70 19.03 1.44 21.67 15.08 57.10
6219.500 0.83 7.22 8.70 19.03 1.44 21.65 15.08 57.10
6220.000 0.83 7.21 8.70 19.04 1.44 21.64 15.07 57.11
6220.500 0.83 7.21 8.70 19.04 1.43 21.63 15.07 57.11
6221.000 0.83 7.21 8.70 19.04 1.43 21.62 15.07 57.12
6221.500 0.83 7.20 8.70 19.04 1.43 21.61 15.07 57.12
6222.000 0.83 7.20 8.70 19.04 1.43 21.59 15.07 57.13
6222.500 0.83 7.19 8.70 19.04 1.43 21.58 15.07 57.13
6223.000 0.83 7.19 8.70 19.04 1.43 21.57 15.07 57.13
6223.500 0.83 7.19 8.70 19.05 1.43 21.56 15.07 57.14
6224.000 0.83 7.18 8.70 19.05 1.43 21.55 15.07 57.14
6224.500 0.82 7.18 8.70 19.05 1.43 21.54 15.07 57.15
6225.000 0.82 7.18 8.70 19.05 1.43 21.53 15.07 57.15
6225.500 0.82 7.17 8.70 19.05 1.43 21.52 15.07 57.15
6226.000 0.82 7.17 8.70 19.05 1.43 21.51 15.07 57.15
6226.500 0.82 7.17 8.70 19.05 1.43 21.50 15.07 57.14
6227.000 0.82 7.16 8.70 19.04 1.43 21.49 15.07 57.12
6227.500 0.82 7.16 8.70 19.03 1.43 21.49 15.07 57.10
6228.000 0.82 7.16 8.70 19.02 1.43 21.48 15.07 57.07
6228.500 0.82 7.16 8.70 19.01 1.43 21.47 15.07 57.04
6229.000 0.82 7.15 8.70 19.00 1.42 21.46 15.07 57.00
6229.500 0.82 7.15 8.70 18.99 1.42 21.46 15.06 56.97
6230.000 0.82 7.15 8.70 18.98 1.42 21.45 15.06 56.94
6230.500 0.82 7.15 8.70 18.97 1.42 21.45 15.06 56.90
6231.000 0.82 7.15 8.70 18.96 1.42 21.45 15.06 56.87
6231.500 0.82 7.15 8.69 18.94 1.42 21.45 15.06 56.83
6232.000 0.82 7.15 8.69 18.93 1.42 21.44 15.06 56.80
6232.500 0.82 7.15 8.69 18.92 1.42 21.44 15.06 56.76
6233.000 0.82 7.15 8.69 18.91 1.42 21.44 15.06 56.73
6233.500 0.82 7.15 8.69 18.90 1.42 21.44 15.05 56.69
6234.000 0.82 7.15 8.69 18.89 1.42 21.44 15.05 56.66
6234.500 0.82 7.15 8.69 18.87 1.42 21.44 15.05 56.62
6235.000 0.82 7.15 8.69 18.86 1.42 21.44 15.05 56.59
6235.500 0.82 7.15 8.69 18.85 1.42 21.44 15.05 56.56
6236.000 0.82 7.15 8.69 18.84 1.42 21.44 15.05 56.52
6236.500 0.82 7.14 8.69 18.83 1.42 21.43 15.05 56.50
6237.000 0.82 7.14 8.69 18.82 1.42 21.43 15.05 56.47
6237.500 0.82 7.14 8.69 18.82 1.42 21.43 15.05 56.45
6238.000 0.82 7.14 8.69 18.81 1.42 21.43 15.05 56.44
6238.500 0.82 7.14 8.69 18.82 1.42 21.43 15.05 56.47
6239.000 0.82 7.14 8.69 18.93 1.42 21.43 15.06 56.80
6239.500 0.82 7.14 8.72 19.34 1.42 21.42 15.10 58.02
6240.000 0.81 7.14 8.83 21.41 1.40 21.42 15.30 64.23
6240.500 0.78 7.14 9.19 27.79 1.35 21.42 15.92 83.37
6241.000 0.73 7.14 9.75 38.38 1.27 21.42 16.88 115.13
6241.500 0.69 7.14 10.33 50.06 1.20 21.42 17.89 150.17
6242.000 0.67 7.14 10.68 57.39 1.16 21.42 18.50 172.18
6242.500 0.69 7.14 10.31 49.75 1.20 21.42 17.86 149.24
6243.000 0.73 7.14 9.72 37.83 1.27 21.42 16.84 113.50
6243.500 0.78 7.14 9.17 27.47 1.35 21.42 15.88 82.40
6244.000 0.81 7.14 8.83 21.29 1.40 21.42 15.29 63.87
6244.500 0.82 7.14 8.71 19.21 1.42 21.42 15.08 57.63
6245.000 0.82 7.14 8.69 18.86 1.42 21.42 15.05 56.59
6245.500 0.82 7.14 8.68 18.75 1.42 21.42 15.04 56.26
6246.000 0.82 7.14 8.68 18.74 1.42 21.43 15.04 56.21
6246.500 0.82 7.14 8.68 18.73 1.43 21.43 15.04 56.19
6247.000 0.82 7.14 8.68 18.72 1.43 21.43 15.04 56.17
6247.500 0.82 7.15 8.68 18.72 1.43 21.44 15.04 56.15
6248.000 0.82 7.15 8.68 18.71 1.43 21.44 15.04 56.13
6248.500 0.82 7.15 8.68 18.70 1.43 21.45 15.03 56.11
6249.000 0.82 7.15 8.68 18.69 1.43 21.45 15.03 56.08
6249.500 0.82 7.15 8.68 18.69 1.43 21.45 15.03 56.06
6250.000 0.82 7.15 8.68 18.68 1.43 21.46 15.03 56.04
6250.500 0.82 7.16 8.68 18.67 1.43 21.47 15.03 56.02
6251.000 0.82 7.16 8.68 18.67 1.43 21.48 15.03 56.00
6251.500 0.83 7.16 8.68 18.66 1.43 21.49 15.03 55.98
6252.000 0.83 7.17 8.68 18.65 1.43 21.50 15.03 55.96
6252.500 0.83 7.17 8.68 18.64 1.43 21.51 15.03 55.93
6253.000 0.83 7.17 8.68 18.64 1.43 21.52 15.03 55.91
6253.500 0.83 7.18 8.68 18.63 1.43 21.53 15.03 55.89
6254.000 0.83 7.18 8.68 18.62 1.43 21.54 15.03 55.87
6254.500 0.83 7.18 8.68 18.62 1.43 21.55 15.03 55.85
6255.000 0.83 7.18 8.68 18.61 1.43 21.55 15.03 55.83
6255.500 0.83 7.19 8.68 18.60 1.43 21.56 15.03 55.81
6256.000 0.83 7.19 8.68 18.60 1.43 21.56 15.03 55.80
6256.500 0.83 7.19 8.68 18.60 1.43 21.56 15.03 55.79
6257.000 0.83 7.19 8.68 18.60 1.43 21.56 15.03 55.80
6257.500 0.83 7.19 8.68 18.61 1.43 21.56 15.03 55.84
6258.000 0.83 7.19 8.68 18.68 1.43 21.56 15.04 56.05
6258.500 0.83 7.19 8.70 18.98 1.43 21.56 15.07 56.94
6259.000 0.82 7.18 8.74 19.77 1.42 21.55 15.14 59.30
6259.500 0.81 7.18 8.90 22.57 1.40 21.55 15.42 67.72
6260.000 0.78 7.18 9.15 26.99 1.36 21.54 15.84 80.97
6260.500 0.77 7.18 9.36 31.00 1.33 21.53 16.22 92.99
6261.000 0.76 7.17 9.46 32.77 1.31 21.52 16.38 98.31
6261.500 0.77 7.17 9.33 30.38 1.33 21.50 16.16 91.14
6262.000 0.78 7.16 9.15 27.14 1.35 21.48 15.86 81.41
6262.500 0.79 7.15 9.11 26.29 1.36 21.46 15.77 78.86
6263.000 0.78 7.15 9.14 26.82 1.35 21.44 15.82 80.46
6263.500 0.78 7.14 9.16 27.28 1.35 21.42 15.87 81.83
6264.000 0.79 7.14 9.06 25.45 1.36 21.41 15.69 76.35
6264.500 0.80 7.13 8.90 22.56 1.39 21.39 15.41 67.67
6265.000 0.81 7.13 8.78 20.44 1.41 21.38 15.21 61.31
6265.500 0.82 7.12 8.71 19.25 1.42 21.36 15.09 57.75
6266.000 0.82 7.11 8.69 18.85 1.42 21.34 15.05 56.54
6266.500 0.82 7.11 8.68 18.78 1.42 21.32 15.04 56.35
6267.000 0.82 7.10 8.68 18.78 1.42 21.30 15.04 56.33
6267.500 0.82 7.09 8.68 18.80 1.41 21.28 15.04 56.41
6268.000 0.82 7.09 8.69 18.94 1.41 21.26 15.05 56.83
6268.500 0.81 7.08 8.71 19.33 1.41 21.23 15.09 57.99
6269.000 0.81 7.07 8.78 20.43 1.40 21.21 15.20 61.30
6269.500 0.80 7.06 8.88 22.26 1.38 21.18 15.38 66.79
6270.000 0.79 7.05 8.96 23.75 1.36 21.16 15.52 71.24
6270.500 0.78 7.04 8.98 24.15 1.36 21.13 15.56 72.46
6271.000 0.79 7.03 8.92 22.97 1.37 21.10 15.44 68.90
6271.500 0.80 7.03 8.80 21.00 1.38 21.08 15.25 62.99
6272.000 0.80 7.02 8.73 19.71 1.39 21.05 15.12 59.14
6272.500 0.81 7.00 8.69 19.03 1.40 21.01 15.05 57.09
6273.000 0.81 6.99 8.68 18.79 1.40 20.98 15.03 56.37
6273.500 0.80 6.98 8.67 18.74 1.39 20.94 15.02 56.21
6274.000 0.80 6.97 8.67 18.73 1.39 20.90 15.02 56.18
6274.500 0.80 6.96 8.67 18.73 1.39 20.88 15.02 56.18
6275.000 0.80 6.95 8.67 18.73 1.39 20.85 15.02 56.19
6275.500 0.80 6.94 8.67 18.73 1.39 20.82 15.02 56.19
6276.000 0.80 6.93 8.67 18.73 1.38 20.79 15.02 56.18
6276.500 0.80 6.91 8.67 18.72 1.38 20.72 15.01 56.17
6277.000 0.79 6.85 8.67 18.89 1.37 20.54 15.02 56.66
6277.500 0.77 6.73 8.73 19.98 1.34 20.19 15.12 59.94
6278.000 0.74 6.55 8.91 23.33 1.27 19.65 15.43 70.00
6278.500 0.67 6.31 9.35 31.65 1.17 18.93 16.20 94.95
6279.000 0.61 6.12 10.11 46.51 1.05 18.37 17.50 139.53
6279.500 0.57 6.07 10.64 57.58 0.99 18.21 18.42 172.74
6280.000 0.57 6.14 10.72 59.21 0.99 18.42 18.56 177.64
6280.500 0.61 6.30 10.26 49.47 1.06 18.90 17.77 148.41
6281.000 0.68 6.42 9.49 34.04 1.17 19.27 16.43 102.13
6281.500 0.72 6.44 8.97 24.55 1.24 19.33 15.54 73.65
6282.000 0.74 6.45 8.70 19.78 1.28 19.34 15.07 59.33
6282.500 0.75 6.46 8.61 18.13 1.30 19.39 14.91 54.39
6283.000 0.76 6.52 8.60 17.91 1.31 19.57 14.89 53.72
6283.500 0.77 6.64 8.62 18.10 1.33 19.91 14.92 54.29
6284.000 0.78 6.75 8.64 18.32 1.35 20.26 14.96 54.95
6284.500 0.79 6.84 8.65 18.47 1.37 20.51 14.98 55.41
6285.000 0.80 6.89 8.66 18.55 1.38 20.66 14.99 55.66
6285.500 0.80 6.91 8.66 18.59 1.38 20.73 15.00 55.78
6286.000 0.80 6.93 8.67 18.70 1.38 20.79 15.01 56.10
6286.500 0.80 6.95 8.72 19.53 1.38 20.85 15.10 58.59
6287.000 0.78 6.97 8.95 23.62 1.35 20.91 15.50 70.86
6287.500 0.73 6.98 9.58 35.23 1.26 20.94 16.59 105.68
6288.000 0.65 6.99 10.77 59.42 1.12 20.97 18.65 178.25
6288.500 0.56 6.99 12.55 101.06 0.97 20.98 21.74 303.19
6289.000 0.51 6.99 13.62 128.97 0.89 20.96 23.59 386.91
6289.500 0.51 6.95 13.58 128.03 0.89 20.85 23.53 384.08
6290.000 0.55 6.88 12.48 99.45 0.95 20.63 21.62 298.35
6290.500 0.63 6.77 10.68 57.84 1.10 20.30 18.50 173.51
6291.000 0.70 6.70 9.52 34.39 1.22 20.11 16.49 103.16
6291.500 0.75 6.73 8.93 23.44 1.31 20.20 15.46 70.33
6292.000 0.78 6.82 8.71 19.55 1.36 20.46 15.09 58.64
6292.500 0.80 6.92 8.67 18.73 1.38 20.77 15.02 56.19
6293.000 0.81 6.99 8.67 18.62 1.40 20.96 15.01 55.85
6293.500 0.81 7.01 8.67 18.59 1.40 21.02 15.01 55.78
6294.000 0.81 7.01 8.67 18.58 1.40 21.04 15.01 55.73
6294.500 0.81 7.01 8.67 18.57 1.40 21.04 15.01 55.71
6295.000 0.81 7.01 8.67 18.57 1.40 21.04 15.01 55.72
6295.500 0.81 7.01 8.67 18.60 1.40 21.03 15.01 55.80
6296.000 0.81 7.01 8.68 18.78 1.40 21.02 15.03 56.34
6296.500 0.80 7.00 8.71 19.32 1.39 21.00 15.08 57.96
6297.000 0.80 7.00 8.76 20.27 1.38 20.99 15.18 60.82
6297.500 0.79 7.00 8.83 21.49 1.37 20.99 15.30 64.48
6298.000 0.79 7.00 8.87 22.24 1.37 20.99 15.37 66.73
6298.500 0.79 6.99 8.84 21.67 1.37 20.98 15.31 65.02
6299.000 0.80 6.99 8.78 20.58 1.38 20.98 15.21 61.74
6299.500 0.80 6.99 8.72 19.48 1.39 20.97 15.10 58.43
6300.000 0.81 6.98 8.68 18.80 1.39 20.95 15.03 56.39
6300.500 0.81 6.98 8.67 18.62 1.40 20.94 15.01 55.85
6301.000 0.80 6.98 8.67 18.73 1.39 20.93 15.02 56.20
6301.500 0.80 6.96 8.70 19.22 1.39 20.87 15.07 57.67
6302.000 0.79 6.91 8.75 20.10 1.37 20.72 15.15 60.29
6302.500 0.77 6.80 8.81 21.24 1.34 20.41 15.25 63.72
6303.000 0.75 6.63 8.82 21.68 1.30 19.89 15.28 65.04
6303.500 0.74 6.52 8.77 20.95 1.29 19.55 15.20 62.86
6304.000 0.75 6.52 8.71 19.84 1.30 19.57 15.09 59.51
6304.500 0.77 6.64 8.66 18.85 1.33 19.91 15.00 56.56
6305.000 0.79 6.80 8.64 18.42 1.36 20.41 14.97 55.27
6305.500 0.80 6.89 8.65 18.38 1.38 20.68 14.98 55.15
6306.000 0.80 6.91 8.65 18.34 1.38 20.74 14.98 55.03
6306.500 0.80 6.88 8.64 18.30 1.38 20.65 14.97 54.90
6307.000 0.79 6.83 8.64 18.31 1.37 20.50 14.96 54.93
6307.500 0.79 6.80 8.65 18.51 1.36 20.40 14.98 55.52
6308.000 0.79 6.83 8.68 19.06 1.36 20.49 15.04 57.18
6308.500 0.79 6.88 8.71 19.51 1.37 20.64 15.09 58.52
6309.000 0.79 6.93 8.72 19.62 1.38 20.78 15.10 58.87
6309.500 0.80 6.95 8.71 19.35 1.38 20.86 15.08 58.05
6310.000 0.80 6.96 8.68 18.87 1.39 20.89 15.03 56.61
6310.500 0.80 6.96 8.66 18.58 1.39 20.89 15.00 55.73
6311.000 0.80 6.96 8.65 18.43 1.39 20.88 14.99 55.28
6311.500 0.80 6.96 8.65 18.37 1.39 20.87 14.98 55.11
6312.000 0.80 6.96 8.65 18.36 1.39 20.87 14.98 55.07
6312.500 0.80 6.95 8.65 18.35 1.39 20.86 14.98 55.06
6313.000 0.80 6.95 8.65 18.35 1.39 20.86 14.98 55.06
6313.500 0.80 6.95 8.65 18.35 1.39 20.85 14.98 55.06
6314.000 0.80 6.95 8.65 18.36 1.39 20.85 14.98 55.07
6314.500 0.80 6.95 8.65 18.36 1.39 20.85 14.98 55.07
6315.000 0.80 6.95 8.65 18.35 1.39 20.85 14.98 55.06
6315.500 0.80 6.95 8.65 18.35 1.39 20.85 14.98 55.06
6316.000 0.80 6.95 8.65 18.35 1.39 20.86 14.98 55.06
6316.500 0.80 6.95 8.65 18.35 1.39 20.86 14.98 55.05
6317.000 0.80 6.96 8.65 18.35 1.39 20.87 14.98 55.05
6317.500 0.80 6.96 8.65 18.35 1.39 20.88 14.98 55.04
6318.000 0.81 6.96 8.65 18.35 1.39 20.89 14.98 55.04
6318.500 0.81 6.97 8.65 18.34 1.39 20.90 14.98 55.03
6319.000 0.81 6.97 8.65 18.34 1.40 20.90 14.98 55.02
6319.500 0.81 6.96 8.65 18.33 1.39 20.89 14.98 54.98
6320.000 0.80 6.95 8.65 18.29 1.39 20.85 14.97 54.87
6320.500 0.80 6.93 8.64 18.23 1.39 20.78 14.97 54.68
6321.000 0.80 6.91 8.64 18.18 1.39 20.72 14.96 54.53
6321.500 0.80 6.90 8.63 18.16 1.38 20.71 14.96 54.47
6322.000 0.80 6.93 8.64 18.20 1.39 20.78 14.96 54.59
6322.500 0.81 6.96 8.64 18.26 1.40 20.89 14.97 54.79
6323.000 0.81 6.99 8.65 18.31 1.40 20.97 14.98 54.93
6323.500 0.81 7.00 8.65 18.33 1.40 21.01 14.98 55.00
6324.000 0.81 7.01 8.65 18.34 1.40 21.04 14.99 55.02
6324.500 0.81 7.02 8.65 18.34 1.40 21.05 14.99 55.02
6325.000 0.81 7.02 8.65 18.34 1.41 21.06 14.99 55.02
6325.500 0.81 7.02 8.65 18.34 1.41 21.06 14.99 55.02
6326.000 0.81 7.02 8.65 18.34 1.41 21.06 14.99 55.02
6326.500 0.81 7.02 8.65 18.34 1.41 21.06 14.99 55.01
6327.000 0.81 7.02 8.65 18.34 1.40 21.05 14.99 55.01
6327.500 0.81 7.02 8.65 18.34 1.40 21.05 14.99 55.01
6328.000 0.81 7.01 8.65 18.34 1.40 21.04 14.98 55.01
6328.500 0.81 7.01 8.65 18.34 1.40 21.04 14.98 55.01
6329.000 0.81 7.01 8.65 18.33 1.40 21.03 14.98 55.00
6329.500 0.81 7.01 8.65 18.33 1.40 21.03 14.98 55.00
6330.000 0.81 7.01 8.65 18.33 1.40 21.02 14.98 54.98
6330.500 0.81 7.00 8.65 18.32 1.40 21.00 14.98 54.96
6331.000 0.81 7.00 8.65 18.31 1.40 20.99 14.98 54.94
6331.500 0.81 7.00 8.65 18.31 1.40 20.99 14.98 54.93
6332.000 0.81 7.00 8.65 18.31 1.40 20.99 14.98 54.94
6332.500 0.81 7.00 8.65 18.32 1.40 21.00 14.98 54.96
6333.000 0.81 7.00 8.65 18.33 1.40 21.01 14.98 54.98
6333.500 0.81 7.00 8.65 18.33 1.40 21.01 14.98 54.99
6334.000 0.81 7.00 8.65 18.33 1.40 21.01 14.98 54.98
6334.500 0.81 7.00 8.65 18.33 1.40 21.01 14.98 54.98
6335.000 0.81 7.00 8.65 18.33 1.40 21.01 14.98 54.98
6335.500 0.81 7.00 8.65 18.32 1.40 21.01 14.98 54.97
6336.000 0.81 7.00 8.65 18.32 1.40 21.00 14.98 54.97
6336.500 0.81 7.00 8.65 18.32 1.40 21.00 14.98 54.97
6337.000 0.81 7.00 8.65 18.32 1.40 21.00 14.98 54.96
6337.500 0.81 7.00 8.65 18.32 1.40 20.99 14.98 54.96
6338.000 0.81 7.00 8.65 18.32 1.40 20.99 14.98 54.96
6338.500 0.81 6.99 8.65 18.32 1.40 20.98 14.98 54.95
6339.000 0.81 6.99 8.65 18.32 1.40 20.98 14.98 54.95
6339.500 0.81 6.99 8.65 18.32 1.40 20.97 14.98 54.95
6340.000 0.81 6.99 8.65 18.31 1.40 20.96 14.98 54.94
6340.500 0.81 6.98 8.65 18.31 1.40 20.95 14.98 54.94
6341.000 0.81 6.98 8.65 18.31 1.40 20.94 14.98 54.94
6341.500 0.81 6.97 8.65 18.31 1.40 20.92 14.98 54.94
6342.000 0.81 6.97 8.65 18.32 1.40 20.90 14.98 54.97
6342.500 0.80 6.96 8.65 18.39 1.39 20.88 14.98 55.16
6343.000 0.80 6.95 8.66 18.58 1.39 20.86 15.00 55.73
6343.500 0.80 6.95 8.68 18.94 1.39 20.84 15.04 56.82
6344.000 0.80 6.94 8.72 19.52 1.38 20.82 15.10 58.56
6344.500 0.79 6.94 8.74 19.88 1.38 20.81 15.13 59.64
6345.000 0.79 6.93 8.73 19.79 1.38 20.80 15.12 59.36
6345.500 0.80 6.93 8.71 19.36 1.38 20.79 15.08 58.07
6346.000 0.80 6.93 8.67 18.81 1.38 20.79 15.02 56.42
6346.500 0.80 6.93 8.65 18.48 1.39 20.78 14.99 55.44
6347.000 0.80 6.93 8.65 18.37 1.39 20.78 14.98 55.11
6347.500 0.80 6.92 8.66 18.51 1.39 20.77 14.99 55.54
6348.000 0.79 6.92 8.71 19.39 1.38 20.76 15.08 58.16
6348.500 0.78 6.92 8.85 21.83 1.35 20.76 15.32 65.49
6349.000 0.75 6.92 9.25 29.13 1.30 20.76 16.02 87.39
6349.500 0.70 6.92 9.87 41.07 1.21 20.76 17.10 123.22
6350.000 0.67 6.93 10.36 50.97 1.16 20.78 17.95 152.90
6350.500 0.66 6.93 10.51 53.96 1.14 20.79 18.20 161.89
6351.000 0.68 6.94 10.13 46.27 1.19 20.81 17.55 138.81
6351.500 0.73 6.94 9.47 33.31 1.27 20.82 16.41 99.92
6352.000 0.77 6.95 9.01 24.76 1.34 20.84 15.61 74.27
6352.500 0.79 6.95 8.75 20.20 1.38 20.86 15.16 60.59
6353.000 0.80 6.96 8.66 18.61 1.39 20.87 15.01 55.84
6353.500 0.81 6.96 8.65 18.31 1.39 20.89 14.98 54.94
6354.000 0.81 6.97 8.65 18.29 1.40 20.91 14.98 54.87
6354.500 0.81 6.97 8.65 18.36 1.40 20.92 14.98 55.08
6355.000 0.80 6.98 8.69 19.02 1.39 20.94 15.05 57.07
6355.500 0.79 6.98 8.85 21.92 1.37 20.95 15.34 65.75
6356.000 0.75 6.99 9.33 30.54 1.30 20.96 16.16 91.61
6356.500 0.65 6.99 10.82 60.69 1.12 20.97 18.75 182.07
6357.000 0.54 6.99 12.85 108.60 0.94 20.98 22.25 325.79
6357.500 0.48 6.99 14.49 153.47 0.84 20.98 25.10 460.40
6358.000 0.46 7.00 15.18 173.83 0.80 20.99 26.29 521.49
6358.500 0.50 7.00 14.09 142.04 0.86 21.00 24.40 426.11
6359.000 0.58 7.00 12.05 88.77 1.01 21.00 20.88 266.30
6359.500 0.68 7.00 10.30 49.51 1.18 21.01 17.83 148.54
6360.000 0.76 7.00 9.16 27.42 1.32 21.01 15.87 82.27
6360.500 0.80 7.00 8.74 19.82 1.39 21.01 15.13 59.46
6361.000 0.81 7.00 8.66 18.54 1.40 21.01 15.00 55.63
6361.500 0.81 7.00 8.65 18.31 1.40 21.00 14.98 54.93
6362.000 0.81 7.00 8.66 18.52 1.40 21.00 15.00 55.56
6362.500 0.80 7.00 8.78 20.55 1.38 20.99 15.20 61.66
6363.000 0.76 6.99 9.21 28.36 1.32 20.98 15.95 85.08
6363.500 0.64 6.99 10.88 61.86 1.11 20.98 18.84 185.57
6364.000 0.47 6.99 15.00 168.55 0.81 20.98 25.98 505.66
6364.500 0.35 6.99 20.00 343.45 0.61 20.98 34.64 1030.36
6365.000 0.29 6.99 24.19 528.65 0.50 20.98 41.90 1585.95
6365.500 0.27 6.99 26.34 637.41 0.46 20.97 45.63 1912.22
6366.000 0.29 6.99 23.88 513.90 0.51 20.96 41.37 1541.69
6366.500 0.36 6.98 19.35 317.84 0.63 20.95 33.51 953.51
6367.000 0.48 6.98 14.51 154.13 0.83 20.94 25.14 462.40
6367.500 0.65 6.98 10.69 57.85 1.13 20.93 18.52 173.56
6368.000 0.77 6.97 9.02 24.91 1.34 20.91 15.62 74.73
6368.500 0.80 6.97 8.74 19.95 1.38 20.90 15.14 59.84
6369.000 0.80 6.96 8.66 18.45 1.39 20.89 14.99 55.35
6369.500 0.81 6.96 8.64 18.24 1.40 20.88 14.97 54.71
6370.000 0.81 6.96 8.64 18.22 1.39 20.88 14.97 54.67
6370.500 0.81 6.96 8.64 18.22 1.39 20.88 14.97 54.66
6371.000 0.81 6.96 8.64 18.22 1.39 20.88 14.97 54.65
6371.500 0.81 6.96 8.64 18.21 1.40 20.88 14.97 54.64
6372.000 0.81 6.96 8.64 18.21 1.40 20.88 14.97 54.63
6372.500 0.81 6.96 8.64 18.20 1.40 20.89 14.97 54.61
6373.000 0.81 6.96 8.64 18.20 1.40 20.89 14.97 54.60
6373.500 0.81 6.97 8.64 18.20 1.40 20.90 14.97 54.60
6374.000 0.81 6.97 8.64 18.20 1.40 20.90 14.97 54.60
6374.500 0.81 6.97 8.64 18.20 1.40 20.91 14.97 54.60
6375.000 0.81 6.97 8.64 18.20 1.40 20.92 14.97 54.60
6375.500 0.81 6.98 8.64 18.20 1.40 20.93 14.97 54.60
6376.000 0.81 6.98 8.64 18.20 1.40 20.93 14.97 54.59
6376.500 0.81 6.98 8.64 18.20 1.40 20.94 14.97 54.59
6377.000 0.81 6.98 8.64 18.19 1.40 20.94 14.97 54.58
6377.500 0.81 6.98 8.64 18.19 1.40 20.95 14.97 54.58
6378.000 0.81 6.98 8.64 18.19 1.40 20.95 14.97 54.57
6378.500 0.81 6.99 8.64 18.19 1.40 20.96 14.97 54.57
6379.000 0.81 6.99 8.64 18.19 1.40 20.96 14.97 54.56
6379.500 0.81 6.99 8.64 18.18 1.40 20.96 14.97 54.55
