# Wavelength_[A] S/N_Aperture S_Aperture_[e] N_Aperture_[e] SKY_Aperture_[e] S/N_Aperture_Coadd S_Aperture_Coadd_[e] N_Aperture_Coadd_[e] SKY_Aperture_Coadd_[e]
7453.000 0.24 2.89 11.85 10.99 0.42 8.68 20.52 32.96
7453.500 0.24 2.89 11.85 10.99 0.42 8.68 20.52 32.96
7454.000 0.24 2.89 11.85 10.99 0.42 8.67 20.52 32.98
7454.500 0.24 2.89 11.85 11.00 0.42 8.67 20.52 32.99
7455.000 0.24 2.89 11.85 11.00 0.42 8.67 20.52 33.01
7455.500 0.24 2.89 11.85 11.01 0.42 8.66 20.52 33.02
7456.000 0.24 2.89 11.85 11.01 0.42 8.66 20.52 33.03
7456.500 0.24 2.88 11.85 11.01 0.42 8.65 20.52 33.04
7457.000 0.24 2.88 11.85 11.02 0.42 8.65 20.52 33.05
7457.500 0.24 2.88 11.85 11.03 0.42 8.64 20.52 33.08
7458.000 0.24 2.88 11.85 11.09 0.42 8.64 20.53 33.26
7458.500 0.24 2.88 11.86 11.32 0.42 8.63 20.54 33.95
7459.000 0.24 2.88 11.95 13.52 0.42 8.63 20.70 40.56
7459.500 0.24 2.87 12.22 19.86 0.41 8.62 21.16 59.58
7460.000 0.23 2.87 12.52 27.27 0.40 8.62 21.68 81.81
7460.500 0.23 2.87 12.68 31.47 0.39 8.61 21.97 94.42
7461.000 0.23 2.87 12.42 24.92 0.40 8.62 21.51 74.77
7461.500 0.24 2.87 12.10 16.97 0.41 8.62 20.95 50.92
7462.000 0.24 2.87 11.92 12.72 0.42 8.62 20.65 38.17
7462.500 0.24 2.87 11.86 11.27 0.42 8.62 20.54 33.80
7463.000 0.24 2.87 11.85 11.07 0.42 8.62 20.53 33.22
7463.500 0.24 2.88 11.85 11.07 0.42 8.63 20.53 33.21
7464.000 0.24 2.88 11.85 11.07 0.42 8.63 20.53 33.22
7464.500 0.24 2.88 11.85 11.08 0.42 8.63 20.53 33.23
7465.000 0.24 2.88 11.85 11.08 0.42 8.63 20.53 33.24
7465.500 0.24 2.88 11.85 11.09 0.42 8.63 20.53 33.26
7466.000 0.24 2.88 11.85 11.10 0.42 8.64 20.53 33.29
7466.500 0.24 2.88 11.86 11.28 0.42 8.64 20.54 33.84
7467.000 0.24 2.88 11.92 12.61 0.42 8.64 20.64 37.83
7467.500 0.24 2.88 12.08 16.48 0.41 8.64 20.92 49.43
7468.000 0.23 2.88 12.38 23.95 0.40 8.65 21.45 71.84
7468.500 0.23 2.88 12.63 30.08 0.40 8.65 21.87 90.23
7469.000 0.23 2.88 12.48 26.41 0.40 8.65 21.62 79.23
7469.500 0.24 2.88 12.20 19.52 0.41 8.65 21.14 58.55
7470.000 0.24 2.89 11.95 13.49 0.42 8.66 20.70 40.46
7470.500 0.24 2.89 11.87 11.40 0.42 8.66 20.55 34.20
7471.000 0.24 2.89 11.86 11.24 0.42 8.67 20.54 33.73
7471.500 0.24 2.89 11.90 12.24 0.42 8.68 20.61 36.71
7472.000 0.24 2.90 12.21 19.74 0.41 8.69 21.15 59.22
7472.500 0.22 2.90 13.08 41.72 0.38 8.70 22.66 125.17
7473.000 0.20 2.90 14.82 90.09 0.34 8.71 25.66 270.26
7473.500 0.18 2.91 16.09 129.52 0.31 8.72 27.87 388.57
7474.000 0.19 2.91 15.55 112.28 0.32 8.73 26.93 336.84
7474.500 0.21 2.91 14.08 68.85 0.36 8.74 24.39 206.55
7475.000 0.23 2.92 12.52 27.42 0.40 8.75 21.69 82.26
7475.500 0.24 2.92 11.97 13.76 0.42 8.75 20.72 41.27
7476.000 0.25 2.92 11.88 11.66 0.43 8.76 20.57 34.98
7476.500 0.25 2.92 11.86 11.19 0.43 8.77 20.54 33.58
7477.000 0.25 2.93 11.86 11.16 0.43 8.78 20.54 33.49
7477.500 0.25 2.93 11.86 11.16 0.43 8.78 20.54 33.49
7478.000 0.25 2.93 11.86 11.17 0.43 8.79 20.54 33.50
7478.500 0.25 2.93 11.86 11.17 0.43 8.80 20.54 33.51
7479.000 0.25 2.94 11.86 11.17 0.43 8.81 20.54 33.52
7479.500 0.25 2.94 11.86 11.18 0.43 8.81 20.54 33.53
7480.000 0.25 2.94 11.86 11.18 0.43 8.82 20.54 33.54
7480.500 0.25 2.94 11.86 11.18 0.43 8.82 20.54 33.55
7481.000 0.25 2.94 11.86 11.18 0.43 8.83 20.54 33.55
7481.500 0.25 2.94 11.86 11.19 0.43 8.83 20.54 33.56
7482.000 0.25 2.94 11.86 11.19 0.43 8.83 20.54 33.57
7482.500 0.25 2.95 11.86 11.19 0.43 8.84 20.54 33.58
7483.000 0.25 2.95 11.86 11.20 0.43 8.84 20.54 33.59
7483.500 0.25 2.95 11.86 11.20 0.43 8.84 20.54 33.60
7484.000 0.25 2.95 11.86 11.20 0.43 8.85 20.54 33.61
7484.500 0.25 2.95 11.86 11.20 0.43 8.85 20.54 33.61
7485.000 0.25 2.95 11.86 11.21 0.43 8.85 20.54 33.62
7485.500 0.25 2.95 11.86 11.21 0.43 8.85 20.54 33.63
7486.000 0.25 2.95 11.86 11.21 0.43 8.85 20.54 33.64
7486.500 0.25 2.95 11.86 11.22 0.43 8.84 20.54 33.65
7487.000 0.25 2.95 11.86 11.22 0.43 8.84 20.54 33.65
7487.500 0.25 2.95 11.86 11.22 0.43 8.84 20.54 33.66
7488.000 0.25 2.94 11.86 11.22 0.43 8.83 20.54 33.67
7488.500 0.25 2.94 11.86 11.23 0.43 8.83 20.54 33.68
7489.000 0.25 2.94 11.86 11.23 0.43 8.83 20.54 33.69
7489.500 0.25 2.94 11.86 11.23 0.43 8.83 20.54 33.70
7490.000 0.25 2.94 11.86 11.24 0.43 8.82 20.54 33.71
7490.500 0.25 2.94 11.86 11.24 0.43 8.82 20.54 33.72
7491.000 0.25 2.94 11.86 11.24 0.43 8.81 20.54 33.72
7491.500 0.25 2.93 11.86 11.24 0.43 8.80 20.54 33.73
7492.000 0.25 2.93 11.86 11.25 0.43 8.80 20.54 33.74
7492.500 0.25 2.93 11.86 11.25 0.43 8.79 20.54 33.75
7493.000 0.25 2.93 11.86 11.30 0.43 8.78 20.55 33.90
7493.500 0.25 2.93 11.90 12.14 0.43 8.78 20.61 36.43
7494.000 0.24 2.92 12.14 17.90 0.42 8.77 21.02 53.71
7494.500 0.23 2.92 12.82 34.89 0.39 8.77 22.20 104.68
7495.000 0.20 2.92 14.45 79.27 0.35 8.76 25.02 237.81
7495.500 0.19 2.92 15.68 116.30 0.32 8.76 27.15 348.89
7496.000 0.19 2.92 15.40 107.68 0.33 8.75 26.67 323.03
7496.500 0.21 2.92 14.07 68.66 0.36 8.75 24.38 205.99
7497.000 0.23 2.91 12.52 27.46 0.40 8.74 21.69 82.38
7497.500 0.24 2.91 12.01 14.92 0.42 8.74 20.81 44.77
7498.000 0.25 2.91 11.89 11.87 0.42 8.74 20.59 35.62
7498.500 0.25 2.91 11.86 11.32 0.43 8.73 20.55 33.97
7499.000 0.25 2.91 11.86 11.29 0.42 8.73 20.55 33.88
7499.500 0.25 2.91 11.86 11.29 0.42 8.73 20.55 33.88
7500.000 0.25 2.91 11.86 11.30 0.42 8.73 20.55 33.89
7500.500 0.25 2.91 11.86 11.30 0.42 8.72 20.55 33.90
7501.000 0.25 2.91 11.86 11.30 0.42 8.72 20.55 33.91
7501.500 0.24 2.91 11.86 11.31 0.42 8.72 20.55 33.92
7502.000 0.24 2.90 11.86 11.31 0.42 8.71 20.55 33.93
7502.500 0.24 2.90 11.86 11.31 0.42 8.71 20.55 33.94
7503.000 0.24 2.90 11.86 11.32 0.42 8.71 20.55 33.95
7503.500 0.24 2.90 11.86 11.32 0.42 8.71 20.55 33.96
7504.000 0.24 2.90 11.86 11.32 0.42 8.71 20.55 33.97
7504.500 0.24 2.90 11.86 11.33 0.42 8.70 20.55 33.98
7505.000 0.24 2.90 11.86 11.33 0.42 8.70 20.55 33.99
7505.500 0.24 2.90 11.86 11.33 0.42 8.70 20.55 34.00
7506.000 0.24 2.90 11.86 11.34 0.42 8.70 20.55 34.01
7506.500 0.24 2.90 11.86 11.34 0.42 8.71 20.55 34.02
7507.000 0.24 2.90 11.86 11.34 0.42 8.71 20.55 34.03
7507.500 0.24 2.90 11.86 11.35 0.42 8.71 20.55 34.04
7508.000 0.24 2.90 11.86 11.35 0.42 8.71 20.55 34.05
7508.500 0.24 2.91 11.86 11.35 0.42 8.72 20.55 34.06
7509.000 0.24 2.91 11.86 11.36 0.42 8.72 20.55 34.07
7509.500 0.25 2.91 11.86 11.36 0.42 8.72 20.55 34.08
7510.000 0.25 2.91 11.86 11.36 0.42 8.72 20.55 34.09
7510.500 0.25 2.91 11.86 11.36 0.42 8.73 20.55 34.09
7511.000 0.25 2.91 11.87 11.37 0.43 8.74 20.55 34.10
7511.500 0.25 2.91 11.87 11.37 0.43 8.74 20.55 34.11
7512.000 0.25 2.92 11.87 11.37 0.43 8.75 20.55 34.12
7512.500 0.25 2.92 11.87 11.38 0.43 8.76 20.55 34.13
7513.000 0.25 2.92 11.87 11.38 0.43 8.76 20.55 34.14
7513.500 0.25 2.92 11.87 11.38 0.43 8.77 20.55 34.15
7514.000 0.25 2.93 11.87 11.39 0.43 8.78 20.55 34.17
7514.500 0.25 2.93 11.87 11.39 0.43 8.78 20.55 34.18
7515.000 0.25 2.93 11.87 11.40 0.43 8.79 20.55 34.19
7515.500 0.25 2.93 11.87 11.40 0.43 8.79 20.55 34.20
7516.000 0.25 2.93 11.87 11.40 0.43 8.80 20.56 34.21
7516.500 0.25 2.94 11.87 11.41 0.43 8.81 20.56 34.22
7517.000 0.25 2.94 11.87 11.43 0.43 8.81 20.56 34.28
7517.500 0.25 2.94 11.88 11.75 0.43 8.82 20.58 35.25
7518.000 0.25 2.94 11.98 14.06 0.43 8.83 20.75 42.18
7518.500 0.24 2.94 12.26 20.82 0.42 8.83 21.23 62.45
7519.000 0.23 2.95 12.83 35.22 0.40 8.84 22.23 105.66
7519.500 0.22 2.95 13.28 46.91 0.38 8.84 23.00 140.73
7520.000 0.23 2.95 13.07 41.31 0.39 8.85 22.63 123.93
7520.500 0.23 2.95 12.56 28.33 0.41 8.85 21.76 84.98
7521.000 0.24 2.95 12.07 16.20 0.42 8.85 20.90 48.60
7521.500 0.25 2.95 11.90 12.14 0.43 8.85 20.61 36.41
7522.000 0.25 2.95 11.88 11.62 0.43 8.85 20.57 34.85
7522.500 0.25 2.95 11.89 12.02 0.43 8.85 20.60 36.05
7523.000 0.24 2.95 12.05 15.72 0.42 8.85 20.87 47.15
7523.500 0.24 2.95 12.49 26.62 0.41 8.86 21.64 79.85
7524.000 0.22 2.95 13.51 53.10 0.38 8.86 23.40 159.30
7524.500 0.21 2.95 14.30 75.00 0.36 8.86 24.77 224.99
7525.000 0.21 2.95 14.06 68.14 0.36 8.86 24.35 204.41
7525.500 0.22 2.95 13.19 44.66 0.39 8.85 22.85 133.97
7526.000 0.24 2.95 12.26 20.83 0.42 8.85 21.23 62.49
7526.500 0.25 2.95 11.95 13.35 0.43 8.85 20.70 40.05
7527.000 0.25 2.95 11.88 11.80 0.43 8.85 20.59 35.41
7527.500 0.25 2.95 11.87 11.50 0.43 8.84 20.56 34.51
7528.000 0.25 2.95 11.87 11.49 0.43 8.84 20.56 34.46
7528.500 0.25 2.95 11.87 11.49 0.43 8.84 20.56 34.47
7529.000 0.25 2.94 11.87 11.49 0.43 8.83 20.56 34.48
7529.500 0.25 2.94 11.87 11.50 0.43 8.83 20.56 34.50
7530.000 0.25 2.94 11.87 11.56 0.43 8.83 20.57 34.69
7530.500 0.25 2.94 11.91 12.48 0.43 8.82 20.63 37.43
7531.000 0.24 2.94 12.08 16.52 0.42 8.82 20.93 49.55
7531.500 0.22 2.94 13.12 42.81 0.39 8.82 22.73 128.43
7532.000 0.19 2.94 15.88 122.58 0.32 8.81 27.50 367.74
7532.500 0.16 2.94 18.32 206.25 0.28 8.81 31.73 618.76
7533.000 0.15 2.94 19.21 239.55 0.26 8.81 33.27 718.65
7533.500 0.17 2.93 17.12 163.65 0.30 8.80 29.65 490.95
7534.000 0.21 2.93 14.14 70.49 0.36 8.80 24.49 211.46
7534.500 0.23 2.93 12.55 28.13 0.40 8.80 21.74 84.39
7535.000 0.25 2.93 11.96 13.66 0.42 8.80 20.72 40.99
7535.500 0.25 2.93 11.88 11.65 0.43 8.80 20.57 34.95
7536.000 0.25 2.93 11.87 11.55 0.43 8.80 20.57 34.64
7536.500 0.25 2.93 11.87 11.55 0.43 8.80 20.57 34.64
7537.000 0.25 2.93 11.87 11.55 0.43 8.80 20.57 34.65
7537.500 0.25 2.93 11.87 11.55 0.43 8.80 20.57 34.66
7538.000 0.25 2.94 11.87 11.56 0.43 8.81 20.57 34.67
7538.500 0.25 2.94 11.87 11.56 0.43 8.81 20.57 34.68
7539.000 0.25 2.94 11.87 11.56 0.43 8.81 20.57 34.69
7539.500 0.25 2.94 11.87 11.58 0.43 8.81 20.57 34.73
7540.000 0.25 2.94 11.88 11.71 0.43 8.81 20.58 35.12
7540.500 0.25 2.94 11.91 12.41 0.43 8.82 20.63 37.24
7541.000 0.24 2.94 12.03 15.31 0.42 8.82 20.84 45.93
7541.500 0.24 2.94 12.42 24.83 0.41 8.82 21.51 74.48
7542.000 0.23 2.94 12.78 33.84 0.40 8.83 22.13 101.53
7542.500 0.23 2.94 12.86 35.85 0.40 8.83 22.27 107.54
7543.000 0.24 2.94 12.52 27.30 0.41 8.83 21.69 81.91
7543.500 0.24 2.94 12.10 17.06 0.42 8.83 20.96 51.17
7544.000 0.25 2.95 11.94 13.14 0.43 8.84 20.68 39.41
7544.500 0.25 2.95 11.89 11.81 0.43 8.84 20.59 35.42
7545.000 0.25 2.95 11.88 11.62 0.43 8.84 20.57 34.85
7545.500 0.25 2.95 11.88 11.61 0.43 8.84 20.57 34.83
7546.000 0.25 2.95 11.88 11.62 0.43 8.85 20.57 34.85
7546.500 0.25 2.95 11.88 11.66 0.43 8.85 20.57 34.98
7547.000 0.25 2.95 11.89 11.95 0.43 8.85 20.60 35.85
7547.500 0.25 2.95 11.93 12.80 0.43 8.86 20.66 38.40
7548.000 0.25 2.95 12.00 14.49 0.43 8.86 20.78 43.46
7548.500 0.25 2.95 12.05 15.87 0.42 8.86 20.88 47.60
7549.000 0.25 2.95 12.02 15.10 0.43 8.86 20.82 45.30
7549.500 0.25 2.96 11.96 13.56 0.43 8.87 20.71 40.68
7550.000 0.25 2.96 11.90 12.18 0.43 8.87 20.61 36.55
7550.500 0.25 2.96 11.88 11.71 0.43 8.87 20.58 35.12
7551.000 0.25 2.96 11.88 11.66 0.43 8.87 20.58 34.99
7551.500 0.25 2.95 11.88 11.65 0.43 8.86 20.57 34.96
7552.000 0.25 2.95 11.88 11.65 0.43 8.86 20.57 34.96
7552.500 0.25 2.95 11.88 11.66 0.43 8.86 20.58 34.98
7553.000 0.25 2.95 11.88 11.67 0.43 8.86 20.58 35.01
7553.500 0.25 2.95 11.88 11.74 0.43 8.86 20.58 35.22
7554.000 0.25 2.95 11.89 11.93 0.43 8.85 20.59 35.80
7554.500 0.25 2.95 11.90 12.16 0.43 8.85 20.61 36.49
7555.000 0.25 2.95 11.91 12.30 0.43 8.85 20.62 36.90
7555.500 0.25 2.95 11.90 12.12 0.43 8.84 20.61 36.35
7556.000 0.25 2.95 11.89 11.88 0.43 8.84 20.59 35.63
7556.500 0.25 2.94 11.88 11.74 0.43 8.83 20.58 35.23
7557.000 0.25 2.94 11.88 11.70 0.43 8.82 20.58 35.09
7557.500 0.25 2.94 11.88 11.69 0.43 8.82 20.58 35.07
7558.000 0.25 2.94 11.88 11.70 0.43 8.81 20.58 35.09
7558.500 0.25 2.93 11.88 11.75 0.43 8.80 20.58 35.24
7559.000 0.25 2.93 11.90 12.11 0.43 8.80 20.61 36.33
7559.500 0.25 2.93 11.94 13.16 0.42 8.79 20.68 39.48
7560.000 0.24 2.93 12.02 15.06 0.42 8.78 20.82 45.19
7560.500 0.24 2.92 12.09 16.64 0.42 8.77 20.93 49.91
7561.000 0.24 2.92 12.04 15.57 0.42 8.76 20.86 46.72
7561.500 0.24 2.92 11.97 13.79 0.42 8.75 20.73 41.38
7562.000 0.24 2.91 11.90 12.31 0.42 8.74 20.62 36.92
7562.500 0.24 2.91 11.88 11.79 0.42 8.73 20.58 35.37
7563.000 0.24 2.91 11.88 11.74 0.42 8.72 20.58 35.22
7563.500 0.24 2.90 11.88 11.75 0.42 8.71 20.58 35.24
7564.000 0.24 2.90 11.89 11.86 0.42 8.71 20.59 35.57
7564.500 0.24 2.90 11.90 12.18 0.42 8.70 20.61 36.54
7565.000 0.24 2.90 11.93 12.84 0.42 8.69 20.66 38.52
7565.500 0.24 2.90 11.95 13.38 0.42 8.69 20.70 40.14
7566.000 0.24 2.89 11.94 13.11 0.42 8.68 20.68 39.32
7566.500 0.24 2.89 11.91 12.51 0.42 8.68 20.63 37.54
7567.000 0.24 2.89 11.89 11.99 0.42 8.68 20.59 35.97
7567.500 0.24 2.89 11.89 11.89 0.42 8.68 20.59 35.67
7568.000 0.24 2.89 11.92 12.69 0.42 8.67 20.65 38.08
7568.500 0.24 2.89 12.02 15.05 0.42 8.67 20.82 45.16
7569.000 0.24 2.89 12.13 17.76 0.41 8.67 21.01 53.28
7569.500 0.24 2.89 12.19 19.21 0.41 8.67 21.11 57.63
7570.000 0.24 2.89 12.09 16.82 0.41 8.67 20.94 50.45
7570.500 0.24 2.89 11.97 13.90 0.42 8.68 20.73 41.69
7571.000 0.24 2.89 11.91 12.52 0.42 8.68 20.63 37.57
7571.500 0.24 2.90 11.99 14.28 0.42 8.69 20.76 42.83
7572.000 0.23 2.90 12.50 26.76 0.40 8.70 21.64 80.29
7572.500 0.20 2.90 14.41 78.32 0.35 8.71 24.96 234.97
7573.000 0.15 2.91 19.42 247.86 0.26 8.72 33.64 743.57
7573.500 0.13 2.91 23.20 408.69 0.22 8.73 40.18 1226.07
7574.000 0.12 2.91 23.98 445.66 0.21 8.73 41.54 1336.98
7574.500 0.14 2.91 20.66 297.28 0.24 8.74 35.78 891.83
7575.000 0.18 2.92 15.96 125.19 0.32 8.76 27.64 375.57
7575.500 0.21 2.92 13.91 64.12 0.36 8.77 24.10 192.37
7576.000 0.23 2.93 12.97 38.68 0.39 8.79 22.46 116.05
7576.500 0.24 2.94 12.47 25.94 0.41 8.81 21.59 77.82
7577.000 0.24 2.94 12.05 15.75 0.42 8.83 20.87 47.25
7577.500 0.25 2.95 11.92 12.75 0.43 8.85 20.65 38.26
7578.000 0.25 2.96 11.89 11.97 0.43 8.88 20.60 35.91
7578.500 0.25 2.97 11.89 11.84 0.43 8.90 20.59 35.51
7579.000 0.25 2.97 11.89 11.83 0.43 8.92 20.59 35.49
7579.500 0.25 2.98 11.89 11.83 0.43 8.94 20.59 35.50
7580.000 0.25 2.99 11.89 11.84 0.44 8.96 20.59 35.51
7580.500 0.25 2.99 11.89 11.84 0.44 8.98 20.59 35.52
7581.000 0.25 3.00 11.89 11.84 0.44 9.00 20.59 35.53
7581.500 0.25 3.01 11.89 11.85 0.44 9.02 20.59 35.54
7582.000 0.25 3.01 11.89 11.85 0.44 9.04 20.59 35.55
7582.500 0.25 3.02 11.89 11.85 0.44 9.06 20.59 35.55
7583.000 0.25 3.03 11.89 11.85 0.44 9.08 20.59 35.56
7583.500 0.26 3.03 11.89 11.86 0.44 9.10 20.60 35.57
7584.000 0.26 3.04 11.89 11.86 0.44 9.12 20.60 35.58
7584.500 0.26 3.05 11.89 11.86 0.44 9.14 20.60 35.59
7585.000 0.26 3.05 11.89 11.87 0.44 9.15 20.60 35.60
7585.500 0.26 3.05 11.89 11.87 0.44 9.16 20.60 35.61
7586.000 0.26 3.06 11.89 11.87 0.45 9.17 20.60 35.62
7586.500 0.26 3.06 11.89 11.88 0.45 9.18 20.60 35.63
7587.000 0.26 3.06 11.89 11.88 0.45 9.18 20.60 35.63
7587.500 0.26 3.06 11.89 11.88 0.45 9.19 20.60 35.64
7588.000 0.26 3.06 11.89 11.88 0.45 9.19 20.60 35.65
7588.500 0.26 3.07 11.89 11.88 0.45 9.20 20.60 35.65
7589.000 0.26 3.07 11.89 11.89 0.45 9.20 20.60 35.66
7589.500 0.26 3.07 11.89 11.89 0.45 9.20 20.60 35.66
7590.000 0.26 3.07 11.89 11.89 0.45 9.20 20.60 35.67
7590.500 0.26 3.06 11.89 11.89 0.45 9.19 20.60 35.67
7591.000 0.26 3.06 11.89 11.89 0.45 9.18 20.60 35.67
7591.500 0.26 3.05 11.89 11.89 0.44 9.16 20.60 35.67
7592.000 0.26 3.05 11.89 11.89 0.44 9.14 20.60 35.66
7592.500 0.26 3.04 11.89 11.88 0.44 9.12 20.60 35.65
7593.000 0.25 3.03 11.89 11.88 0.44 9.10 20.60 35.64
7593.500 0.25 3.02 11.89 11.86 0.44 9.06 20.59 35.59
7594.000 0.25 3.00 11.89 11.82 0.44 8.99 20.59 35.45
7594.500 0.24 2.90 11.87 11.58 0.42 8.70 20.57 34.73
7595.000 0.22 2.60 11.83 10.78 0.38 7.81 20.49 32.33
7595.500 0.19 2.19 11.76 9.55 0.32 6.57 20.36 28.66
7596.000 0.15 1.78 11.68 8.20 0.26 5.33 20.23 24.61
7596.500 0.13 1.45 11.62 7.16 0.22 4.36 20.13 21.49
7597.000 0.10 1.20 11.59 6.56 0.18 3.61 20.07 19.69
7597.500 0.08 0.92 11.55 6.00 0.14 2.77 20.01 18.00
7598.000 0.06 0.70 11.52 5.54 0.10 2.09 19.96 16.61
7598.500 0.05 0.57 11.51 5.31 0.09 1.70 19.93 15.92
7599.000 0.05 0.56 11.51 5.51 0.08 1.68 19.94 16.53
7599.500 0.04 0.43 11.51 5.45 0.06 1.28 19.93 16.34
7600.000 0.02 0.19 11.49 5.28 0.03 0.56 19.90 15.83
7600.500 0.01 0.06 11.47 4.91 0.01 0.18 19.86 14.73
7601.000 0.00 0.02 11.44 4.39 0.00 0.06 19.82 13.17
7601.500 0.00 0.01 11.43 4.03 0.00 0.03 19.79 12.09
7602.000 0.00 0.01 11.40 3.52 0.00 0.02 19.75 10.57
7602.500 0.00 0.02 11.41 3.71 0.00 0.07 19.77 11.13
7603.000 0.01 0.13 11.45 4.42 0.02 0.38 19.83 13.27
7603.500 0.05 0.59 11.50 5.24 0.09 1.77 19.92 15.71
7604.000 0.08 0.89 11.51 5.12 0.13 2.68 19.94 15.37
7604.500 0.08 0.86 11.50 4.82 0.13 2.59 19.91 14.47
7605.000 0.05 0.58 11.48 4.76 0.09 1.74 19.89 14.28
7605.500 0.02 0.17 11.47 4.82 0.03 0.52 19.86 14.45
7606.000 0.00 0.02 11.47 4.97 0.00 0.06 19.86 14.92
7606.500 0.00 0.00 11.52 6.20 0.00 0.01 19.95 18.60
7607.000 0.00 0.01 11.59 7.74 0.00 0.02 20.07 23.21
7607.500 0.00 0.03 11.58 7.54 0.00 0.08 20.05 22.61
7608.000 0.01 0.12 11.52 6.12 0.02 0.35 19.96 18.37
7608.500 0.03 0.33 11.47 4.76 0.05 0.99 19.87 14.29
7609.000 0.05 0.60 11.47 4.53 0.09 1.80 19.87 13.60
7609.500 0.07 0.83 11.50 4.83 0.12 2.48 19.91 14.50
7610.000 0.09 1.01 11.53 5.33 0.15 3.02 19.96 15.98
7610.500 0.09 1.09 11.54 5.66 0.16 3.28 19.99 16.99
7611.000 0.09 1.01 11.53 5.49 0.15 3.04 19.98 16.46
7611.500 0.08 0.88 11.51 5.01 0.13 2.65 19.93 15.03
7612.000 0.08 0.92 11.52 5.26 0.14 2.76 19.95 15.77
7612.500 0.08 0.87 11.54 5.91 0.13 2.60 20.00 17.73
7613.000 0.04 0.51 11.56 6.52 0.08 1.53 20.01 19.57
7613.500 0.01 0.12 11.54 6.47 0.02 0.35 19.98 19.41
7614.000 0.00 0.03 11.53 6.38 0.00 0.09 19.97 19.14
7614.500 0.00 0.04 11.55 6.89 0.01 0.11 20.01 20.68
7615.000 0.01 0.11 11.58 7.39 0.02 0.32 20.05 22.17
7615.500 0.03 0.35 11.61 7.96 0.05 1.06 20.11 23.89
7616.000 0.07 0.80 11.71 9.72 0.12 2.41 20.27 29.16
7616.500 0.09 1.01 11.76 10.69 0.15 3.03 20.36 32.06
7617.000 0.08 0.97 11.72 9.81 0.14 2.90 20.29 29.43
7617.500 0.09 1.02 11.68 8.81 0.15 3.06 20.22 26.42
7618.000 0.12 1.41 11.70 8.89 0.21 4.24 20.26 26.66
7618.500 0.18 2.11 11.78 10.09 0.31 6.32 20.40 30.26
7619.000 0.21 2.54 11.83 11.01 0.37 7.61 20.50 33.04
7619.500 0.23 2.79 11.87 11.61 0.41 8.36 20.56 34.83
7620.000 0.24 2.90 11.89 11.92 0.42 8.69 20.59 35.77
7620.500 0.25 2.93 11.89 12.02 0.43 8.79 20.60 36.05
7621.000 0.24 2.90 11.89 11.95 0.42 8.69 20.59 35.85
7621.500 0.22 2.66 11.86 11.50 0.39 7.98 20.54 34.50
7622.000 0.18 2.12 11.79 10.50 0.31 6.35 20.43 31.51
7622.500 0.13 1.58 11.75 9.90 0.23 4.74 20.35 29.71
7623.000 0.11 1.28 11.79 11.29 0.19 3.83 20.43 33.86
7623.500 0.13 1.56 12.14 19.21 0.22 4.69 21.02 57.63
7624.000 0.14 1.76 12.45 26.75 0.24 5.28 21.56 80.26
7624.500 0.10 1.30 12.42 26.49 0.18 3.91 21.51 79.47
7625.000 0.06 0.70 12.11 19.43 0.10 2.10 20.97 58.30
7625.500 0.03 0.36 11.71 10.20 0.05 1.09 20.28 30.59
7626.000 0.03 0.36 11.56 6.72 0.05 1.09 20.02 20.16
7626.500 0.04 0.44 11.54 6.11 0.07 1.33 19.98 18.34
7627.000 0.06 0.69 11.61 7.52 0.10 2.06 20.10 22.55
7627.500 0.10 1.13 11.75 10.44 0.17 3.39 20.35 31.32
7628.000 0.12 1.44 11.93 14.46 0.21 4.32 20.67 43.38
7628.500 0.06 0.69 12.12 19.68 0.10 2.08 20.99 59.05
7629.000 0.03 0.33 12.56 30.99 0.05 0.98 21.76 92.98
7629.500 0.02 0.26 13.11 44.98 0.03 0.79 22.70 134.95
7630.000 0.03 0.39 13.45 54.00 0.05 1.16 23.30 162.01
7630.500 0.05 0.69 13.12 44.86 0.09 2.07 22.72 134.57
7631.000 0.09 1.14 12.44 27.04 0.16 3.41 21.54 81.12
7631.500 0.11 1.34 12.00 16.26 0.19 4.01 20.79 48.77
7632.000 0.07 0.80 11.74 10.57 0.12 2.41 20.34 31.70
7632.500 0.02 0.24 11.60 7.72 0.04 0.71 20.08 23.15
7633.000 0.00 0.05 11.49 5.52 0.01 0.16 19.91 16.56
7633.500 0.00 0.02 11.46 4.82 0.00 0.06 19.85 14.45
7634.000 0.00 0.01 11.47 5.03 0.00 0.03 19.87 15.10
7634.500 0.00 0.02 11.54 6.59 0.00 0.06 19.98 19.77
7635.000 0.01 0.13 11.68 9.72 0.02 0.40 20.22 29.15
7635.500 0.08 0.95 11.90 14.18 0.14 2.84 20.61 42.53
7636.000 0.14 1.66 12.02 16.43 0.24 4.99 20.83 49.29
7636.500 0.13 1.50 11.94 14.61 0.22 4.50 20.68 43.83
7637.000 0.09 1.00 11.75 10.47 0.15 3.01 20.35 31.42
7637.500 0.06 0.71 11.57 6.64 0.11 2.12 20.04 19.93
7638.000 0.07 0.81 11.59 7.04 0.12 2.43 20.08 21.12
7638.500 0.09 1.11 11.80 11.55 0.16 3.33 20.43 34.66
7639.000 0.13 1.53 12.03 16.66 0.22 4.60 20.83 49.97
7639.500 0.16 2.00 12.16 19.31 0.29 6.01 21.06 57.93
7640.000 0.20 2.37 12.08 17.14 0.34 7.11 20.93 51.41
